Admission Type,Year,Admissions,Service Type,Hospital Admissions,Facility Type,Number of Beds
    Kandang Kerbau Women's & Children's Hospital,2011,67471,Accident & Emergency Departments,934485,Acute Hospitals,8304
    Kandang Kerbau Women's & Children's Hospital,2011,67471,Accident & Emergency Departments,934485,Psychiatric Hospitals,2010
    Kandang Kerbau Women's & Children's Hospital,2011,67471,Accident & Emergency Departments,934485,Community Hospitals,800
    Kandang Kerbau Women's & Children's Hospital,2011,67471,Accident & Emergency Departments,934485,Nursing Homes,9690
    Kandang Kerbau Women's & Children's Hospital,2011,67471,Polyclinics,4502043,Acute Hospitals,8304
    Kandang Kerbau Women's & Children's Hospital,2011,67471,Polyclinics,4502043,Psychiatric Hospitals,2010
    Kandang Kerbau Women's & Children's Hospital,2011,67471,Polyclinics,4502043,Community Hospitals,800
    Kandang Kerbau Women's & Children's Hospital,2011,67471,Polyclinics,4502043,Nursing Homes,9690
    Kandang Kerbau Women's & Children's Hospital,2011,67471,Dental Clinics,875802,Acute Hospitals,8304
    Kandang Kerbau Women's & Children's Hospital,2011,67471,Dental Clinics,875802,Psychiatric Hospitals,2010
    Kandang Kerbau Women's & Children's Hospital,2011,67471,Dental Clinics,875802,Community Hospitals,800
    Kandang Kerbau Women's & Children's Hospital,2011,67471,Dental Clinics,875802,Nursing Homes,9690
    Kandang Kerbau Women's & Children's Hospital,2011,67471,Day Surgeries,238071,Acute Hospitals,8304
    Kandang Kerbau Women's & Children's Hospital,2011,67471,Day Surgeries,238071,Psychiatric Hospitals,2010
    Kandang Kerbau Women's & Children's Hospital,2011,67471,Day Surgeries,238071,Community Hospitals,800
    Kandang Kerbau Women's & Children's Hospital,2011,67471,Day Surgeries,238071,Nursing Homes,9690
Public Sector Hospital Admissions,2012,362458,Acute Hospitals Admissions,459902,Acute Hospitals,8725
Public Sector Hospital Admissions,2012,362458,Acute Hospitals Admissions,459902,Psychiatric Hospitals,2010
Public Sector Hospital Admissions,2012,362458,Acute Hospitals Admissions,459902,Community Hospitals,842
Public Sector Hospital Admissions,2012,362458,Acute Hospitals Admissions,459902,Nursing Homes,9721
Public Sector Hospital Admissions,2012,362458,Psychiatric Hospitals Admissions,8382,Acute Hospitals,8725
Public Sector Hospital Admissions,2012,362458,Psychiatric Hospitals Admissions,8382,Psychiatric Hospitals,2010
Public Sector Hospital Admissions,2012,362458,Psychiatric Hospitals Admissions,8382,Community Hospitals,842
Public Sector Hospital Admissions,2012,362458,Psychiatric Hospitals Admissions,8382,Nursing Homes,9721
Public Sector Hospital Admissions,2012,362458,Community Hospitals Admissions,7751,Acute Hospitals,8725
Public Sector Hospital Admissions,2012,362458,Community Hospitals Admissions,7751,Psychiatric Hospitals,2010
Public Sector Hospital Admissions,2012,362458,Community Hospitals Admissions,7751,Community Hospitals,842
Public Sector Hospital Admissions,2012,362458,Community Hospitals Admissions,7751,Nursing Homes,9721
Public Sector Hospital Admissions,2012,362458,Specialist Outpatient Clinics,4353385,Acute Hospitals,8725
Public Sector Hospital Admissions,2012,362458,Specialist Outpatient Clinics,4353385,Psychiatric Hospitals,2010
Public Sector Hospital Admissions,2012,362458,Specialist Outpatient Clinics,4353385,Community Hospitals,842
Public Sector Hospital Admissions,2012,362458,Specialist Outpatient Clinics,4353385,Nursing Homes,9721
Public Sector Hospital Admissions,2012,362458,Accident & Emergency Departments,985289,Acute Hospitals,8725
Public Sector Hospital Admissions,2012,362458,Accident & Emergency Departments,985289,Psychiatric Hospitals,2010
Public Sector Hospital Admissions,2012,362458,Accident & Emergency Departments,985289,Community Hospitals,842
Public Sector Hospital Admissions,2012,362458,Accident & Emergency Departments,985289,Nursing Homes,9721
Public Sector Hospital Admissions,2012,362458,Polyclinics,4614038,Acute Hospitals,8725
Public Sector Hospital Admissions,2012,362458,Polyclinics,4614038,Psychiatric Hospitals,2010
Public Sector Hospital Admissions,2012,362458,Polyclinics,4614038,Community Hospitals,842
Public Sector Hospital Admissions,2012,362458,Polyclinics,4614038,Nursing Homes,9721
Public Sector Hospital Admissions,2012,362458,Dental Clinics,893058,Acute Hospitals,8725
Public Sector Hospital Admissions,2012,362458,Dental Clinics,893058,Psychiatric Hospitals,2010
Public Sector Hospital Admissions,2012,362458,Dental Clinics,893058,Community Hospitals,842
Public Sector Hospital Admissions,2012,362458,Dental Clinics,893058,Nursing Homes,9721
Public Sector Hospital Admissions,2012,362458,Day Surgeries,246313,Acute Hospitals,8725
Public Sector Hospital Admissions,2012,362458,Day Surgeries,246313,Psychiatric Hospitals,2010
Public Sector Hospital Admissions,2012,362458,Day Surgeries,246313,Community Hospitals,842
Public Sector Hospital Admissions,2012,362458,Day Surgeries,246313,Nursing Homes,9721
    National University Hospital,2012,56696,Acute Hospitals Admissions,459902,Acute Hospitals,8725
    National University Hospital,2012,56696,Acute Hospitals Admissions,459902,Psychiatric Hospitals,2010
    National University Hospital,2012,56696,Acute Hospitals Admissions,459902,Community Hospitals,842
    National University Hospital,2012,56696,Acute Hospitals Admissions,459902,Nursing Homes,9721
    National University Hospital,2012,56696,Psychiatric Hospitals Admissions,8382,Acute Hospitals,8725
    National University Hospital,2012,56696,Psychiatric Hospitals Admissions,8382,Psychiatric Hospitals,2010
    National University Hospital,2012,56696,Psychiatric Hospitals Admissions,8382,Community Hospitals,842
    National University Hospital,2012,56696,Psychiatric Hospitals Admissions,8382,Nursing Homes,9721
    National University Hospital,2012,56696,Community Hospitals Admissions,7751,Acute Hospitals,8725
    National University Hospital,2012,56696,Community Hospitals Admissions,7751,Psychiatric Hospitals,2010
    National University Hospital,2012,56696,Community Hospitals Admissions,7751,Community Hospitals,842
    National University Hospital,2012,56696,Community Hospitals Admissions,7751,Nursing Homes,9721
    National University Hospital,2012,56696,Specialist Outpatient Clinics,4353385,Acute Hospitals,8725
    National University Hospital,2012,56696,Specialist Outpatient Clinics,4353385,Psychiatric Hospitals,2010
    National University Hospital,2012,56696,Specialist Outpatient Clinics,4353385,Community Hospitals,842
    National University Hospital,2012,56696,Specialist Outpatient Clinics,4353385,Nursing Homes,9721
    National University Hospital,2012,56696,Accident & Emergency Departments,985289,Acute Hospitals,8725
    National University Hospital,2012,56696,Accident & Emergency Departments,985289,Psychiatric Hospitals,2010
    National University Hospital,2012,56696,Accident & Emergency Departments,985289,Community Hospitals,842
    National University Hospital,2012,56696,Accident & Emergency Departments,985289,Nursing Homes,9721
    National University Hospital,2012,56696,Polyclinics,4614038,Acute Hospitals,8725
    National University Hospital,2012,56696,Polyclinics,4614038,Psychiatric Hospitals,2010
    National University Hospital,2012,56696,Polyclinics,4614038,Community Hospitals,842
    National University Hospital,2012,56696,Polyclinics,4614038,Nursing Homes,9721
    National University Hospital,2012,56696,Dental Clinics,893058,Acute Hospitals,8725
    National University Hospital,2012,56696,Dental Clinics,893058,Psychiatric Hospitals,2010
    National University Hospital,2012,56696,Dental Clinics,893058,Community Hospitals,842
    National University Hospital,2012,56696,Dental Clinics,893058,Nursing Homes,9721
    National University Hospital,2012,56696,Day Surgeries,246313,Acute Hospitals,8725
    National University Hospital,2012,56696,Day Surgeries,246313,Psychiatric Hospitals,2010
    National University Hospital,2012,56696,Day Surgeries,246313,Community Hospitals,842
    National University Hospital,2012,56696,Day Surgeries,246313,Nursing Homes,9721
    Singapore General Hospital,2012,78300,Acute Hospitals Admissions,459902,Acute Hospitals,8725
    Singapore General Hospital,2012,78300,Acute Hospitals Admissions,459902,Psychiatric Hospitals,2010
    Singapore General Hospital,2012,78300,Acute Hospitals Admissions,459902,Community Hospitals,842
    Singapore General Hospital,2012,78300,Acute Hospitals Admissions,459902,Nursing Homes,9721
    Singapore General Hospital,2012,78300,Psychiatric Hospitals Admissions,8382,Acute Hospitals,8725
    Singapore General Hospital,2012,78300,Psychiatric Hospitals Admissions,8382,Psychiatric Hospitals,2010
    Singapore General Hospital,2012,78300,Psychiatric Hospitals Admissions,8382,Community Hospitals,842
    Singapore General Hospital,2012,78300,Psychiatric Hospitals Admissions,8382,Nursing Homes,9721
    Singapore General Hospital,2012,78300,Community Hospitals Admissions,7751,Acute Hospitals,8725
    Singapore General Hospital,2012,78300,Community Hospitals Admissions,7751,Psychiatric Hospitals,2010
    Singapore General Hospital,2012,78300,Community Hospitals Admissions,7751,Community Hospitals,842
    Singapore General Hospital,2012,78300,Community Hospitals Admissions,7751,Nursing Homes,9721
    Singapore General Hospital,2012,78300,Specialist Outpatient Clinics,4353385,Acute Hospitals,8725
    Singapore General Hospital,2012,78300,Specialist Outpatient Clinics,4353385,Psychiatric Hospitals,2010
    Singapore General Hospital,2012,78300,Specialist Outpatient Clinics,4353385,Community Hospitals,842
    Singapore General Hospital,2012,78300,Specialist Outpatient Clinics,4353385,Nursing Homes,9721
    Singapore General Hospital,2012,78300,Accident & Emergency Departments,985289,Acute Hospitals,8725
    Singapore General Hospital,2012,78300,Accident & Emergency Departments,985289,Psychiatric Hospitals,2010
    Singapore General Hospital,2012,78300,Accident & Emergency Departments,985289,Community Hospitals,842
    Singapore General Hospital,2012,78300,Accident & Emergency Departments,985289,Nursing Homes,9721
    Singapore General Hospital,2012,78300,Polyclinics,4614038,Acute Hospitals,8725
    Singapore General Hospital,2012,78300,Polyclinics,4614038,Psychiatric Hospitals,2010
    Singapore General Hospital,2012,78300,Polyclinics,4614038,Community Hospitals,842
    Singapore General Hospital,2012,78300,Polyclinics,4614038,Nursing Homes,9721
    Singapore General Hospital,2012,78300,Dental Clinics,893058,Acute Hospitals,8725
    Singapore General Hospital,2012,78300,Dental Clinics,893058,Psychiatric Hospitals,2010
    Singapore General Hospital,2012,78300,Dental Clinics,893058,Community Hospitals,842
    Singapore General Hospital,2012,78300,Dental Clinics,893058,Nursing Homes,9721
    Singapore General Hospital,2012,78300,Day Surgeries,246313,Acute Hospitals,8725
    Singapore General Hospital,2012,78300,Day Surgeries,246313,Psychiatric Hospitals,2010
    Singapore General Hospital,2012,78300,Day Surgeries,246313,Community Hospitals,842
    Singapore General Hospital,2012,78300,Day Surgeries,246313,Nursing Homes,9721
    Tan Tock Seng Hospital,2012,52957,Acute Hospitals Admissions,459902,Acute Hospitals,8725
    Tan Tock Seng Hospital,2012,52957,Acute Hospitals Admissions,459902,Psychiatric Hospitals,2010
    Tan Tock Seng Hospital,2012,52957,Acute Hospitals Admissions,459902,Community Hospitals,842
    Tan Tock Seng Hospital,2012,52957,Acute Hospitals Admissions,459902,Nursing Homes,9721
    Tan Tock Seng Hospital,2012,52957,Psychiatric Hospitals Admissions,8382,Acute Hospitals,8725
    Tan Tock Seng Hospital,2012,52957,Psychiatric Hospitals Admissions,8382,Psychiatric Hospitals,2010
    Tan Tock Seng Hospital,2012,52957,Psychiatric Hospitals Admissions,8382,Community Hospitals,842
    Tan Tock Seng Hospital,2012,52957,Psychiatric Hospitals Admissions,8382,Nursing Homes,9721
    Tan Tock Seng Hospital,2012,52957,Community Hospitals Admissions,7751,Acute Hospitals,8725
    Tan Tock Seng Hospital,2012,52957,Community Hospitals Admissions,7751,Psychiatric Hospitals,2010
    Tan Tock Seng Hospital,2012,52957,Community Hospitals Admissions,7751,Community Hospitals,842
    Tan Tock Seng Hospital,2012,52957,Community Hospitals Admissions,7751,Nursing Homes,9721
    Tan Tock Seng Hospital,2012,52957,Specialist Outpatient Clinics,4353385,Acute Hospitals,8725
    Tan Tock Seng Hospital,2012,52957,Specialist Outpatient Clinics,4353385,Psychiatric Hospitals,2010
    Tan Tock Seng Hospital,2012,52957,Specialist Outpatient Clinics,4353385,Community Hospitals,842
    Tan Tock Seng Hospital,2012,52957,Specialist Outpatient Clinics,4353385,Nursing Homes,9721
    Tan Tock Seng Hospital,2012,52957,Accident & Emergency Departments,985289,Acute Hospitals,8725
    Tan Tock Seng Hospital,2012,52957,Accident & Emergency Departments,985289,Psychiatric Hospitals,2010
    Tan Tock Seng Hospital,2012,52957,Accident & Emergency Departments,985289,Community Hospitals,842
    Tan Tock Seng Hospital,2012,52957,Accident & Emergency Departments,985289,Nursing Homes,9721
    Tan Tock Seng Hospital,2012,52957,Polyclinics,4614038,Acute Hospitals,8725
    Tan Tock Seng Hospital,2012,52957,Polyclinics,4614038,Psychiatric Hospitals,2010
    Tan Tock Seng Hospital,2012,52957,Polyclinics,4614038,Community Hospitals,842
    Tan Tock Seng Hospital,2012,52957,Polyclinics,4614038,Nursing Homes,9721
    Tan Tock Seng Hospital,2012,52957,Dental Clinics,893058,Acute Hospitals,8725
    Tan Tock Seng Hospital,2012,52957,Dental Clinics,893058,Psychiatric Hospitals,2010
    Tan Tock Seng Hospital,2012,52957,Dental Clinics,893058,Community Hospitals,842
    Tan Tock Seng Hospital,2012,52957,Dental Clinics,893058,Nursing Homes,9721
    Tan Tock Seng Hospital,2012,52957,Day Surgeries,246313,Acute Hospitals,8725
    Tan Tock Seng Hospital,2012,52957,Day Surgeries,246313,Psychiatric Hospitals,2010
    Tan Tock Seng Hospital,2012,52957,Day Surgeries,246313,Community Hospitals,842
    Tan Tock Seng Hospital,2012,52957,Day Surgeries,246313,Nursing Homes,9721
    Institute Of Mental Health / Woodbridge Hospital,2012,8382,Acute Hospitals Admissions,459902,Acute Hospitals,8725
    Institute Of Mental Health / Woodbridge Hospital,2012,8382,Acute Hospitals Admissions,459902,Psychiatric Hospitals,2010
    Institute Of Mental Health / Woodbridge Hospital,2012,8382,Acute Hospitals Admissions,459902,Community Hospitals,842
    Institute Of Mental Health / Woodbridge Hospital,2012,8382,Acute Hospitals Admissions,459902,Nursing Homes,9721
    Institute Of Mental Health / Woodbridge Hospital,2012,8382,Psychiatric Hospitals Admissions,8382,Acute Hospitals,8725
    Institute Of Mental Health / Woodbridge Hospital,2012,8382,Psychiatric Hospitals Admissions,8382,Psychiatric Hospitals,2010
    Institute Of Mental Health / Woodbridge Hospital,2012,8382,Psychiatric Hospitals Admissions,8382,Community Hospitals,842
    Institute Of Mental Health / Woodbridge Hospital,2012,8382,Psychiatric Hospitals Admissions,8382,Nursing Homes,9721
    Institute Of Mental Health / Woodbridge Hospital,2012,8382,Community Hospitals Admissions,7751,Acute Hospitals,8725
    Institute Of Mental Health / Woodbridge Hospital,2012,8382,Community Hospitals Admissions,7751,Psychiatric Hospitals,2010
    Institute Of Mental Health / Woodbridge Hospital,2012,8382,Community Hospitals Admissions,7751,Community Hospitals,842
    Institute Of Mental Health / Woodbridge Hospital,2012,8382,Community Hospitals Admissions,7751,Nursing Homes,9721
    Institute Of Mental Health / Woodbridge Hospital,2012,8382,Specialist Outpatient Clinics,4353385,Acute Hospitals,8725
