Admission Type,Year,Admissions,Service Type,Hospital Admissions,Facility Type,Number of Beds,Admissions per Bed,Overcapacity
    Tan Tock Seng Hospital,2010,58543,Day Surgeries,229638,Nursing Homes,9551,6.12951523400691,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Acute Hospitals Admissions,427305,Acute Hospitals,8249,1.1830524912110558,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Acute Hospitals Admissions,427305,Psychiatric Hospitals,2010,4.8552238805970145,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Acute Hospitals Admissions,427305,Community Hospitals,842,11.590261282660332,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Acute Hospitals Admissions,427305,Nursing Homes,9551,1.0217778243115905,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Psychiatric Hospitals Admissions,9759,Acute Hospitals,8249,1.1830524912110558,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Psychiatric Hospitals Admissions,9759,Psychiatric Hospitals,2010,4.8552238805970145,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Psychiatric Hospitals Admissions,9759,Community Hospitals,842,11.590261282660332,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Psychiatric Hospitals Admissions,9759,Nursing Homes,9551,1.0217778243115905,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Community Hospitals Admissions,7534,Acute Hospitals,8249,1.1830524912110558,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Community Hospitals Admissions,7534,Psychiatric Hospitals,2010,4.8552238805970145,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Community Hospitals Admissions,7534,Community Hospitals,842,11.590261282660332,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Community Hospitals Admissions,7534,Nursing Homes,9551,1.0217778243115905,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Specialist Outpatient Clinics,4023686,Acute Hospitals,8249,1.1830524912110558,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Specialist Outpatient Clinics,4023686,Psychiatric Hospitals,2010,4.8552238805970145,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Specialist Outpatient Clinics,4023686,Community Hospitals,842,11.590261282660332,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Specialist Outpatient Clinics,4023686,Nursing Homes,9551,1.0217778243115905,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Accident & Emergency Departments,858781,Acute Hospitals,8249,1.1830524912110558,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Accident & Emergency Departments,858781,Psychiatric Hospitals,2010,4.8552238805970145,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Accident & Emergency Departments,858781,Community Hospitals,842,11.590261282660332,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Accident & Emergency Departments,858781,Nursing Homes,9551,1.0217778243115905,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Polyclinics,4314496,Acute Hospitals,8249,1.1830524912110558,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Polyclinics,4314496,Psychiatric Hospitals,2010,4.8552238805970145,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Polyclinics,4314496,Community Hospitals,842,11.590261282660332,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Polyclinics,4314496,Nursing Homes,9551,1.0217778243115905,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Dental Clinics,862874,Acute Hospitals,8249,1.1830524912110558,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Dental Clinics,862874,Psychiatric Hospitals,2010,4.8552238805970145,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Dental Clinics,862874,Community Hospitals,842,11.590261282660332,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Dental Clinics,862874,Nursing Homes,9551,1.0217778243115905,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Day Surgeries,229638,Acute Hospitals,8249,1.1830524912110558,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Day Surgeries,229638,Psychiatric Hospitals,2010,4.8552238805970145,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Day Surgeries,229638,Community Hospitals,842,11.590261282660332,No
    Institute Of Mental Health / Woodbridge Hospital,2010,9759,Day Surgeries,229638,Nursing Homes,9551,1.0217778243115905,No
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Acute Hospitals Admissions,427305,Acute Hospitals,8249,7.826160746757183,No
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Acute Hospitals Admissions,427305,Psychiatric Hospitals,2010,32.11840796019901,Yes
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Acute Hospitals Admissions,427305,Community Hospitals,842,76.67220902612827,Yes
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Acute Hospitals Admissions,427305,Nursing Homes,9551,6.759292220709873,No
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Psychiatric Hospitals Admissions,9759,Acute Hospitals,8249,7.826160746757183,No
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Psychiatric Hospitals Admissions,9759,Psychiatric Hospitals,2010,32.11840796019901,Yes
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Psychiatric Hospitals Admissions,9759,Community Hospitals,842,76.67220902612827,Yes
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Psychiatric Hospitals Admissions,9759,Nursing Homes,9551,6.759292220709873,No
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Community Hospitals Admissions,7534,Acute Hospitals,8249,7.826160746757183,No
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Community Hospitals Admissions,7534,Psychiatric Hospitals,2010,32.11840796019901,Yes
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Community Hospitals Admissions,7534,Community Hospitals,842,76.67220902612827,Yes
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Community Hospitals Admissions,7534,Nursing Homes,9551,6.759292220709873,No
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Specialist Outpatient Clinics,4023686,Acute Hospitals,8249,7.826160746757183,No
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Specialist Outpatient Clinics,4023686,Psychiatric Hospitals,2010,32.11840796019901,Yes
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Specialist Outpatient Clinics,4023686,Community Hospitals,842,76.67220902612827,Yes
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Specialist Outpatient Clinics,4023686,Nursing Homes,9551,6.759292220709873,No
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Accident & Emergency Departments,858781,Acute Hospitals,8249,7.826160746757183,No
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Accident & Emergency Departments,858781,Psychiatric Hospitals,2010,32.11840796019901,Yes
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Accident & Emergency Departments,858781,Community Hospitals,842,76.67220902612827,Yes
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Accident & Emergency Departments,858781,Nursing Homes,9551,6.759292220709873,No
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Polyclinics,4314496,Acute Hospitals,8249,7.826160746757183,No
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Polyclinics,4314496,Psychiatric Hospitals,2010,32.11840796019901,Yes
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Polyclinics,4314496,Community Hospitals,842,76.67220902612827,Yes
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Polyclinics,4314496,Nursing Homes,9551,6.759292220709873,No
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Dental Clinics,862874,Acute Hospitals,8249,7.826160746757183,No
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Dental Clinics,862874,Psychiatric Hospitals,2010,32.11840796019901,Yes
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Dental Clinics,862874,Community Hospitals,842,76.67220902612827,Yes
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Dental Clinics,862874,Nursing Homes,9551,6.759292220709873,No
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Day Surgeries,229638,Acute Hospitals,8249,7.826160746757183,No
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Day Surgeries,229638,Psychiatric Hospitals,2010,32.11840796019901,Yes
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Day Surgeries,229638,Community Hospitals,842,76.67220902612827,Yes
    Kandang Kerbau Women's & Children's Hospital,2010,64558,Day Surgeries,229638,Nursing Homes,9551,6.759292220709873,No
Public Sector Hospital Admissions,2011,357026,Acute Hospitals Admissions,446384,Acute Hospitals,8304,42.99446050096339,Yes
Public Sector Hospital Admissions,2011,357026,Acute Hospitals Admissions,446384,Psychiatric Hospitals,2010,177.62487562189054,Yes
Public Sector Hospital Admissions,2011,357026,Acute Hospitals Admissions,446384,Community Hospitals,800,446.2825,Yes
Public Sector Hospital Admissions,2011,357026,Acute Hospitals Admissions,446384,Nursing Homes,9690,36.844788441692465,Yes
Public Sector Hospital Admissions,2011,357026,Psychiatric Hospitals Admissions,9628,Acute Hospitals,8304,42.99446050096339,Yes
Public Sector Hospital Admissions,2011,357026,Psychiatric Hospitals Admissions,9628,Psychiatric Hospitals,2010,177.62487562189054,Yes
Public Sector Hospital Admissions,2011,357026,Psychiatric Hospitals Admissions,9628,Community Hospitals,800,446.2825,Yes
Public Sector Hospital Admissions,2011,357026,Psychiatric Hospitals Admissions,9628,Nursing Homes,9690,36.844788441692465,Yes
Public Sector Hospital Admissions,2011,357026,Community Hospitals Admissions,7679,Acute Hospitals,8304,42.99446050096339,Yes
Public Sector Hospital Admissions,2011,357026,Community Hospitals Admissions,7679,Psychiatric Hospitals,2010,177.62487562189054,Yes
Public Sector Hospital Admissions,2011,357026,Community Hospitals Admissions,7679,Community Hospitals,800,446.2825,Yes
Public Sector Hospital Admissions,2011,357026,Community Hospitals Admissions,7679,Nursing Homes,9690,36.844788441692465,Yes
Public Sector Hospital Admissions,2011,357026,Specialist Outpatient Clinics,4234139,Acute Hospitals,8304,42.99446050096339,Yes
Public Sector Hospital Admissions,2011,357026,Specialist Outpatient Clinics,4234139,Psychiatric Hospitals,2010,177.62487562189054,Yes
Public Sector Hospital Admissions,2011,357026,Specialist Outpatient Clinics,4234139,Community Hospitals,800,446.2825,Yes
Public Sector Hospital Admissions,2011,357026,Specialist Outpatient Clinics,4234139,Nursing Homes,9690,36.844788441692465,Yes
Public Sector Hospital Admissions,2011,357026,Accident & Emergency Departments,934485,Acute Hospitals,8304,42.99446050096339,Yes
Public Sector Hospital Admissions,2011,357026,Accident & Emergency Departments,934485,Psychiatric Hospitals,2010,177.62487562189054,Yes
Public Sector Hospital Admissions,2011,357026,Accident & Emergency Departments,934485,Community Hospitals,800,446.2825,Yes
Public Sector Hospital Admissions,2011,357026,Accident & Emergency Departments,934485,Nursing Homes,9690,36.844788441692465,Yes
Public Sector Hospital Admissions,2011,357026,Polyclinics,4502043,Acute Hospitals,8304,42.99446050096339,Yes
Public Sector Hospital Admissions,2011,357026,Polyclinics,4502043,Psychiatric Hospitals,2010,177.62487562189054,Yes
Public Sector Hospital Admissions,2011,357026,Polyclinics,4502043,Community Hospitals,800,446.2825,Yes
Public Sector Hospital Admissions,2011,357026,Polyclinics,4502043,Nursing Homes,9690,36.844788441692465,Yes
Public Sector Hospital Admissions,2011,357026,Dental Clinics,875802,Acute Hospitals,8304,42.99446050096339,Yes
Public Sector Hospital Admissions,2011,357026,Dental Clinics,875802,Psychiatric Hospitals,2010,177.62487562189054,Yes
Public Sector Hospital Admissions,2011,357026,Dental Clinics,875802,Community Hospitals,800,446.2825,Yes
Public Sector Hospital Admissions,2011,357026,Dental Clinics,875802,Nursing Homes,9690,36.844788441692465,Yes
Public Sector Hospital Admissions,2011,357026,Day Surgeries,238071,Acute Hospitals,8304,42.99446050096339,Yes
Public Sector Hospital Admissions,2011,357026,Day Surgeries,238071,Psychiatric Hospitals,2010,177.62487562189054,Yes
Public Sector Hospital Admissions,2011,357026,Day Surgeries,238071,Community Hospitals,800,446.2825,Yes
Public Sector Hospital Admissions,2011,357026,Day Surgeries,238071,Nursing Homes,9690,36.844788441692465,Yes
    National University Hospital,2011,56613,Acute Hospitals Admissions,446384,Acute Hospitals,8304,6.817557803468208,No
    National University Hospital,2011,56613,Acute Hospitals Admissions,446384,Psychiatric Hospitals,2010,28.165671641791043,Yes
    National University Hospital,2011,56613,Acute Hospitals Admissions,446384,Community Hospitals,800,70.76625,Yes
    National University Hospital,2011,56613,Acute Hospitals Admissions,446384,Nursing Homes,9690,5.842414860681115,No
    National University Hospital,2011,56613,Psychiatric Hospitals Admissions,9628,Acute Hospitals,8304,6.817557803468208,No
    National University Hospital,2011,56613,Psychiatric Hospitals Admissions,9628,Psychiatric Hospitals,2010,28.165671641791043,Yes
    National University Hospital,2011,56613,Psychiatric Hospitals Admissions,9628,Community Hospitals,800,70.76625,Yes
    National University Hospital,2011,56613,Psychiatric Hospitals Admissions,9628,Nursing Homes,9690,5.842414860681115,No
    National University Hospital,2011,56613,Community Hospitals Admissions,7679,Acute Hospitals,8304,6.817557803468208,No
    National University Hospital,2011,56613,Community Hospitals Admissions,7679,Psychiatric Hospitals,2010,28.165671641791043,Yes
    National University Hospital,2011,56613,Community Hospitals Admissions,7679,Community Hospitals,800,70.76625,Yes
    National University Hospital,2011,56613,Community Hospitals Admissions,7679,Nursing Homes,9690,5.842414860681115,No
    National University Hospital,2011,56613,Specialist Outpatient Clinics,4234139,Acute Hospitals,8304,6.817557803468208,No
    National University Hospital,2011,56613,Specialist Outpatient Clinics,4234139,Psychiatric Hospitals,2010,28.165671641791043,Yes
    National University Hospital,2011,56613,Specialist Outpatient Clinics,4234139,Community Hospitals,800,70.76625,Yes
    National University Hospital,2011,56613,Specialist Outpatient Clinics,4234139,Nursing Homes,9690,5.842414860681115,No
    National University Hospital,2011,56613,Accident & Emergency Departments,934485,Acute Hospitals,8304,6.817557803468208,No
    National University Hospital,2011,56613,Accident & Emergency Departments,934485,Psychiatric Hospitals,2010,28.165671641791043,Yes
    National University Hospital,2011,56613,Accident & Emergency Departments,934485,Community Hospitals,800,70.76625,Yes
    National University Hospital,2011,56613,Accident & Emergency Departments,934485,Nursing Homes,9690,5.842414860681115,No
    National University Hospital,2011,56613,Polyclinics,4502043,Acute Hospitals,8304,6.817557803468208,No
    National University Hospital,2011,56613,Polyclinics,4502043,Psychiatric Hospitals,2010,28.165671641791043,Yes
    National University Hospital,2011,56613,Polyclinics,4502043,Community Hospitals,800,70.76625,Yes
    National University Hospital,2011,56613,Polyclinics,4502043,Nursing Homes,9690,5.842414860681115,No
    National University Hospital,2011,56613,Dental Clinics,875802,Acute Hospitals,8304,6.817557803468208,No
    National University Hospital,2011,56613,Dental Clinics,875802,Psychiatric Hospitals,2010,28.165671641791043,Yes
    National University Hospital,2011,56613,Dental Clinics,875802,Community Hospitals,800,70.76625,Yes
